,address,checkins,city,country,created,distance,group_id,group_photo,icon,latitude,longitude,pid,place_id,title,type,updated
0,улица Моисеенко 22,3,,,1513990294,20,,,https://vk.com/images/places/place.png,59.937573,30.387388,19764372,19764372,моисеенко 22,21,1522952829.0
1,"Новгородская ул., 18",3,,,1446481322,50,,,https://vk.com/images/places/place.png,59.937186,30.386493,13273891,13273891,новгородская моисеенко,21,1481741192.0
2,"Моисеенко ул. 22, Фабрика Бебеля",4,2.0,1.0,1532569394,52,40394408.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/place.png,59.937734,30.387904,2767515,2767515,MUGGERS,21,1435302079.0
3,"Моисеенко ул., 22",1,,,1450256413,56,,,https://vk.com/images/places/place.png,59.937735,30.387969,13635220,13635220,"КГП ""Бебеля"" (ГС ""Акадо-Телеком"")",21,1450256422.0
4,Gastronom21,2,2.0,1.0,1500454257,62,150540633.0,https://pp.userapi.com/c824504/v824504115/54960/liCZPAAHosA.jpg?ava=1,https://vk.com/images/places/place.png,59.93731,30.38803,18634565,18634565,Гастроном 21,21,1514045680.0
5,улица Моисеенко,6,,,1382600112,68,,,https://vk.com/images/places/place.png,59.938037,30.387803,6755243,6755243,Моисеенко д. 24,21,1530939975.0
6,Дедовичи,1,,,1533899778,68,,,https://vk.com/images/places/place.png,59.938111,30.386504,21543481,21543481,Покровский храм,21,1533899781.0
7,улица Моисеенко 22,6,,,1368455102,78,,,https://vk.com/images/places/place.png,59.937775,30.388365,5479383,5479383,Bercut,21,1419068460.0
8,улица Новгородская 15,14,,,1388820080,94,,,https://vk.com/images/places/place.png,59.937123,30.388492,7346076,7346076,Новгородская 13,21,1511512622.0
9,Моисеенко 22а,4,2.0,1.0,1280742023,118,,,https://vk.com/images/places/restaraunt.png,59.937779,30.389099,1477,1477,Тропики,3,1533813459.0
10,,29,,,1404590337,193,,,https://vk.com/images/places/place.png,59.93758,30.383543,8962668,8962668,Набережная реки фонтанки 21,21,1536585459.0
11,улица Новгородская,3,,,1368202142,151,,,https://vk.com/images/places/place.png,59.938643,30.388663,5448423,5448423,РД#13,21,1461747533.0
12,"Санкт-Петербург, ул. Моисеенко д. 24, Химчистка Clean-Expert",2,2.0,1.0,1532569010,151,48329352.0,https://sun9-4.userapi.com/c620324/v620324582/fc3d/O4OFU4kgGTc.jpg?ava=1,https://vk.com/images/places/place.png,59.937643,30.389737,4471029,4471029,•●Химчистка в Санкт-Петербурге Клин Эксперт ●•,21,1419339430.0
13,улица Моисеенко 20,2,,,1406946060,163,,,https://vk.com/images/places/place.png,59.938609,30.389085,9186034,9186034,Дегтярный переулок 6,21,1528459582.0
14,,9,,,1467386953,175,,,https://vk.com/images/places/place.png,59.938655,30.384766,15378009,15378009,"Санкт-питербург,",21,1534586719.0
15,187600,6,,,1423939395,177,,,https://vk.com/images/places/place.png,59.935971,30.386632,11000623,11000623,"Санкт-Петербург, Новгородская, д. 13",21,1511467017.0
16,,3,,,1402704253,174,,,https://vk.com/images/places/place.png,59.938505,30.384533,8784217,8784217,Ночной питер,21,1510480997.0
17,,1,,,1485472689,182,,,https://vk.com/images/places/place.png,59.938472,30.384297,17253184,17253184,Дегтярный переулок 11 Б,21,1527594572.0
18,,3,,,1377887851,193,,,https://vk.com/images/places/place.png,59.93758,30.383543,6323894,6323894,"Моисеенко ул, д.14",21,1501613304.0
19,Дегтярный переулок,1,,,1535986627,201,,,https://vk.com/images/places/place.png,59.939361,30.38662,21653277,21653277,Комитет по промышленной политике и инновациям СПб,21,1535986630.0
20,улица 10-я Советская,74,,,1453628180,298,,,https://vk.com/images/places/place.png,59.935578,30.383398,13956734,13956734,St. Petersburg St. Isaac's Cathedral,21,1537102016.0
21,"улица Моисеенко, 23, Центр остеопатии Смирнова Вадима",3,2.0,1.0,1532710777,209,41981383.0,https://pp.userapi.com/c622822/v622822978/514a3/3jCIZF8d34w.jpg?ava=1,https://vk.com/images/places/place.png,59.937551,30.383258,12606377,12606377,Центр остеопатии Смирнова Вадима (СПб),21,1515056487.0
22,"ул.Моисеенко, 39",3,,,1488900363,218,,,https://vk.com/images/places/place.png,59.937301,30.390915,17610736,17610736,Ангар,21,1520518876.0
23,,10,,,1442487397,263,,,https://vk.com/images/places/place.png,59.935624,30.384282,12904885,12904885,"г.Санкт-петербург,набережная реки Фонтанки",21,1536852302.0
24,СПб,2,,,1437823872,246,,,https://vk.com/images/places/place.png,59.935592,30.384989,12430316,12430316,"Кирилловская,17",21,1507719050.0
25,улица 10-я Советская,24,,,1453626578,313,,,https://vk.com/images/places/place.png,59.93541,30.383377,13956508,13956508,St. Petersburg Palace Square,21,1529851676.0
26,"ул. Моесеенко 39 а, кузница Микола кузнец",1,2.0,1.0,1532566268,257,82389772.0,https://pp.userapi.com/c623228/v623228976/132ec/9vP7NyGnbvA.jpg?ava=1,https://vk.com/images/places/place.png,59.936823,30.391407,10570035,10570035,Кованые подарки и сувениры от кузницы в СПб,21,1447153387.0
27,"Советская 10-я ул. д.18, Студия звукозаписи Антанда",15,2.0,1.0,1532569328,292,49290256.0,https://pp.userapi.com/c836435/v836435465/5d50/66w-ZxQZkAg.jpg?ava=1,https://vk.com/images/places/place.png,59.936111,30.382631,4765632,4765632,Студия звукозаписи - Мастерская звука(АНТАНДА),21,1528620865.0
28,"Кирилловская улица, 18",1,,,1494282113,275,,,https://vk.com/images/places/place.png,59.936045,30.38311,18112111,18112111,"Тобi пiзда, бегi",21,1502744249.0
29,"улица Моисеенко, 41",3,,,1501613424,297,,,https://vk.com/images/places/place.png,59.937426,30.392351,18738219,18738219,Санкт-Петербург ул моисеенко 27,21,1534844703.0
30,10 советская д.18,1,,,1487947718,300,,,https://vk.com/images/places/place.png,59.936079,30.382501,17513846,17513846,антанда rec.,21,1487947722.0
31,улица Кирилловская 16,1,,,1425952961,304,,,https://vk.com/images/places/place.png,59.936073,30.382438,11221936,11221936,Маяковская 37,21,1425952970.0
32,,7,,,1500944646,330,,,https://vk.com/images/places/place.png,59.936251,30.381683,18678531,18678531,Сосновый Бор город,21,1533491604.0
33,улица Новгородская 8,4,,,1462741489,324,,,https://vk.com/images/places/place.png,59.934864,30.384799,14914977,14914977,Новгородская улица 8,21,1525544539.0
34,"Советская 10-я ул, 17, кв 20",9,2.0,1.0,1532565914,351,75277383.0,https://pp.userapi.com/c618124/v618124138/11084/_253Zrxp7AM.jpg?ava=1,https://vk.com/images/places/place.png,59.936079,30.381445,9224233,9224233,музей-квартира Аллилуевых,21,1536514297.0
35,"ул. Моисеенко, 41",5,,,1457084543,347,,,https://vk.com/images/places/place.png,59.937012,30.393175,14329834,14329834,моисенко 41,21,1527683475.0
36,улица Кирилловская 16,5,,,1395171102,352,,,https://vk.com/images/places/place.png,59.935446,30.382292,8024371,8024371,10 советская 21,21,1496864627.0
37,"Моисеенко ул., 43",3,2.0,1.0,1532578767,348,131731391.0,https://pp.userapi.com/c840231/v840231685/a2b4/e7PgrtetFfk.jpg?ava=1,https://vk.com/images/places/place.png,59.937396,30.393279,16488512,16488512,Коврики WoodRoom luxury,21,1484156847.0
38,Синопская набережная д. 72,2,,,1375449062,382,,,https://vk.com/images/places/place.png,59.937119,30.393829,6109368,6109368,У тети),21,1482080193.0
39,"Forshe, ОПГ",0,314.0,2.0,1532561412,19,59983190.0,https://pp.userapi.com/c636625/v636625605/2c6ce/2fp41h3ahOk.jpg?ava=1,https://vk.com/images/places/place.png,59.937382,30.386943,7094341,7094341,Forshe,21,
40,"ГОВНОЧАТСКАЯ УЛИЦА, ГОВНО",0,2.0,1.0,1532579711,19,112651565.0,https://pp.userapi.com/c628729/v628729187/324e8/8aqqoOsJ-3Y.jpg?ava=1,https://vk.com/images/places/place.png,59.937382,30.386943,13952861,13952861,ГОВНОЧАТ Аватарии,21,
41,"Flow Agency, Flow Agency - маркетинговое агентство",0,2.0,1.0,1533722885,52,161910208.0,https://pp.userapi.com/c846124/v846124296/8bb2c/zR7VdTzAapE.jpg?ava=1,https://vk.com/images/places/place.png,59.937734,30.387904,20252203,20252203,Flow Agency,21,
42,"Моисеенко д.22 тел. 8904-553-31-01, ООО""Альпас""",0,2.0,1.0,1532562515,52,90891799.0,https://pp.userapi.com/c623920/v623920444/292d7/LuZkiPrygbA.jpg?ava=1,https://vk.com/images/places/place.png,59.937734,30.387904,11422788,11422788,Трудовой патент в СПб,21,1494823913.0
43,"Моисеенко ул. д. 39, Резка Плотером | Плоттерная резка в Спб",0,2.0,1.0,1532572407,62,76729541.0,https://pp.userapi.com/c840024/v840024488/365cd/kqlAleQ8kR4.jpg?ava=1,https://vk.com/images/places/place.png,59.93731,30.38803,14452795,14452795,Плоттерная резка в Спб,21,
44,Моисеенко ул. д.39,0,2.0,1.0,1532568687,62,61629620.0,https://pp.userapi.com/c841321/v841321784/775b8/8sW2Rcvxbu4.jpg?ava=1,https://vk.com/images/places/place.png,59.93731,30.38803,7540413,7540413,"ООО""АДВЕРТКА"" | Рекламное производство",21,
45,Моисеенко ул. д. 39,0,2.0,1.0,1532559470,62,71820629.0,https://pp.userapi.com/c844417/v844417180/2a4c/UxcVx_IdV8I.jpg?ava=1,https://vk.com/images/places/place.png,59.93731,30.38803,8592606,8592606,Буквы из пенопласта,21,
46,"Новгородская ул., 18",0,2.0,1.0,1532577385,66,143631452.0,https://pp.userapi.com/c836133/v836133633/3a4f5/wI-vj2mHKsM.jpg?ava=1,https://vk.com/images/places/place.png,59.937056,30.386383,17988115,17988115,Baby pranks - онлайн магазин детских товаров,21,
47,Новгородская ул.,0,2.0,1.0,1532562760,72,73872160.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/place.png,59.936913,30.387191,14979601,14979601,Суворовцы 3 РДН,21,
48,"Моисеенко ул., 22",0,2.0,1.0,1532566727,98,86630261.0,https://pp.userapi.com/c623228/v623228499/17fae/yxPQBS2JmYA.jpg?ava=1,https://vk.com/images/places/place.png,59.937571,30.385263,13192156,13192156,"Арт-Мастерская ""Антиква""",21,
49,"Моисеенко ул., Санкт-Петербург, д. 43",0,2.0,1.0,1532570045,98,39510647.0,https://pp.userapi.com/c848624/v848624922/e6fc/UzNNib4yem4.jpg?ava=1,https://vk.com/images/places/place.png,59.937571,30.385263,3544981,3544981,КОНЦЕПТ психологии,21,
50,"Моисеенко ул., д. 22",0,2.0,1.0,1532580118,98,126102063.0,https://pp.userapi.com/c631629/v631629628/4c52b/woQEWliZorA.jpg?ava=1,https://vk.com/images/places/place.png,59.937571,30.385263,15656849,15656849,АСГ Страхование,21,
51,"улица Моисеенко, 22Б, офис 12, Taxi Racer",0,2.0,1.0,1532579587,105,147895123.0,https://pp.userapi.com/c841632/v841632160/c13e/zUAMPIbAQz0.jpg?ava=1,https://vk.com/images/places/place.png,59.937968,30.38873,18546492,18546492,Taxi Racer. Подключение к службам такси,21,
52,"Моисеенко ул., д. 43, оф А2-22",0,2.0,1.0,1532563233,117,43798662.0,https://pp.userapi.com/RY7wA8VLdPDdNUFEFB_9iFMV2gjd3JCHOGe_ew/ZF-MOALIGog.jpg?ava=1,https://vk.com/images/places/place.png,59.937468,30.384913,3613138,3613138,"АН ""Группа парус"" филиал в Санкт-Петербурге",21,
53,"Моисеенко ул., Наш Адрес",0,2.0,1.0,1364637604,117,51802826.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/home.png,59.937468,30.384913,5033755,5033755,сто,1,
54,улица Моисеенко,0,,,1467538689,118,,,https://vk.com/images/places/place.png,59.937779,30.389099,15391147,15391147,Beautylab by JR SPb,21,1467538698.0
55,"""ПСБ ""ЖИЛСТРОЙ"", ""ПСБ ЖИЛСТРОЙ""",0,2.0,1.0,1532581204,145,129403040.0,https://pp.userapi.com/c837624/v837624875/177a/wvpHlN377AY.jpg?ava=1,https://vk.com/images/places/place.png,59.936458,30.385613,16155910,16155910,"""ПСБ ""ЖИЛСТРОЙ""",21,
56,"ЦЕНТР ПОМОЩИ МИГРАНТАМ В САНКТ-ПЕТЕРБУРГЕ, ЦЕНТР ПОМОЩИ МИГРАНТАМ В САНКТ-ПЕТЕРБУРГЕ И ЛЕНИГРАДСКОЙ ОБЛАСТИ",0,2.0,1.0,1532578803,150,153092460.0,https://pp.userapi.com/c840524/v840524838/8368/FexQrFHtwDA.jpg?ava=1,https://vk.com/images/places/place.png,59.938703,30.38847,19020918,19020918,ЦЕНТР ПОМОЩИ МИГРАНТАМ В САНКТ-ПЕТЕРБУРГЕ,21,
57,"Laserday. Наружная реклама. Бегущие строки, Санкт-Петербург, ул.Новгородская д.13",0,2.0,1.0,1532567617,150,62785032.0,https://pp.userapi.com/c620327/v620327371/e44c/xqO2G3LgbGw.jpg?ava=1,https://vk.com/images/places/place.png,59.93621,30.387266,9638959,9638959,Laserday. Наружная реклама. Бегущие строки,21,
58,"Ulitsa Antonova-Ovseyenko, 25",0,,,1533240882,156,,,https://vk.com/images/places/place.png,59.936871,30.384568,21505135,21505135,Кириловская 21,21,
59,"Кирилловская ул., д. 21, Санкт-Петербург",0,2.0,1.0,1532574243,163,57940508.0,https://pp.userapi.com/yfgLwzBzaDSFAf8KeQDyV4ogP3s7WnQbLsrNFw/kTVQGJDMjjY.jpg?ava=1,https://vk.com/images/places/place.png,59.936801,30.384499,6352854,6352854,"Смазочные материалы PETRO-CANADA, CHEVRON,TEXACO",21,
60,"ул. Моисеенко, 25",0,,,1443900213,177,,,https://vk.com/images/places/place.png,59.937495,30.383844,13036784,13036784,"ул. Моисеенко, 25",21,1443900221.0
61,"улица Моисеенко, 24А, ГаленоФарм®",0,2.0,1.0,1534418008,194,34490417.0,https://sun9-2.userapi.com/c831308/v831308521/c1e65/4b0t0tkTiZg.jpg?ava=1,https://vk.com/images/places/place.png,59.937792,30.390476,21479026,21479026,ГаленоФарм,21,
62,"Кирилловская улица, БЦ Восход",0,2.0,1.0,1533044327,197,74404396.0,https://pp.userapi.com/c638022/v638022480/4cd8b/voWo_7mtWpg.jpg?ava=1,https://vk.com/images/places/place.png,59.936633,30.383992,9057531,9057531,"Внедорожный интернет-магазин ""Secura Pro""",21,
63,"Новгородская ул., д. 12а",0,2.0,1.0,1532566646,198,40709592.0,https://pp.userapi.com/XQ0JaPkB1QMvruV7351o5Hq2NBpyBuEC6FRrHg/gYBVnHInzi8.jpg?ava=1,https://vk.com/images/places/place.png,59.936079,30.38502,16733014,16733014,KUHNI-EXPO Новейшие технологии для Вашей кухни,21,
64,"Кирилловская ул. 22, Помещение 5-н",0,2.0,1.0,1532557967,216,8333655.0,https://pp.userapi.com/c450/g8333655/c_512428d8.jpg?ava=1,https://vk.com/images/places/place.png,59.936634,30.383601,3143501,3143501,В СВЯЗИ С ОТКРЫТИЕМ МИНИ ГОСТИНИЦ ( ОТЕЛЬ ) АКЦИ,21,
65,"Кирилловская 17, Пункт выдачи заказа",0,2.0,1.0,1533025237,228,88276002.0,https://pp.userapi.com/c824501/v824501836/1978d3/cAeUt5qQVp8.jpg?ava=1,https://vk.com/images/places/place.png,59.936242,30.383862,19547842,19547842,#FUTBOLKISPB,21,
66,"Санкт-Петербург, Моисеенко ул. 39",0,2.0,1.0,1532569378,242,48391964.0,https://pp.userapi.com/c626819/v626819059/476a/qTpXppZbWRY.jpg?ava=1,https://vk.com/images/places/place.png,59.936471,30.390792,7696197,7696197,SPBprint.net,21,
67,"Новгородская улица, 13",0,,,1505394949,255,,,https://vk.com/images/places/place.png,59.935376,30.388456,19072839,19072839,НПФ Завод Измерон,21,1505394952.0
68,Мото Ремонт,0,2.0,1.0,1532563080,258,68829066.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/place.png,59.936728,30.391363,8129318,8129318,Мото Ремонт,21,
69,,0,,,1434996820,269,,,https://vk.com/images/places/place.png,59.936026,30.383276,12159741,12159741,где-то на петроге,21,1434996834.0
70,"улица Моисеенко, 39A, СТУДИЯ БЛЕСКА !!!",0,2.0,1.0,1532566479,275,95280613.0,https://pp.userapi.com/c639520/v639520465/1df05/AcqwFKOpDuo.jpg?ava=1,https://vk.com/images/places/place.png,59.937223,30.391923,17739603,17739603,СТУДИЯ БЛЕСКА **ПОЛИРОВКА**ДЕТЕЙЛИНГ**,21,1494842754.0
71,"10-я Советская, дом 20, ТОРТЫ и ПИРОЖНЫЕ  НА ЗАКАЗ ""Мама Лизы""",0,2.0,1.0,1532560220,283,74624353.0,https://pp.userapi.com/c847221/v847221970/28cdb/3BKy2fZQHS4.jpg?ava=1,https://vk.com/images/places/place.png,59.935809,30.383314,9099670,9099670,"Торты  на заказ  ""Мама Лизы"" СПб (Питер, центр)",21,
72,10 я советская 18 или Кирилловская 18,0,,,1444590292,291,,,https://vk.com/images/places/place.png,59.93599,30.382817,13100005,13100005,Ксюшкин дом ),21,1444590314.0
73,"Новолитовская улица, 15литБ",0,,,1487947551,293,,,https://vk.com/images/places/place.png,59.936084,30.382651,17513825,17513825,10 советская,21,1487947556.0
74,Кирилловская улица,0,,,1452884963,304,,,https://vk.com/images/places/place.png,59.936073,30.382438,13879705,13879705,Фитнес 24 ново-рыбинская,21,
75,"улица Моисеенко, 39АГ, Центральный-1",0,2.0,1.0,1534794203,304,117220101.0,https://pp.userapi.com/c841028/v841028381/4fe83/PxelHj4wNnQ.jpg?ava=1,https://vk.com/images/places/place.png,59.936535,30.392086,19747668,19747668,"Детско-юношеская футбольная школа ""Дельта""",21,1526130719.0
76,улица Советская 10-я 23,0,,,1379686339,307,,,https://vk.com/images/places/place.png,59.935107,30.384467,6487151,6487151,Смольнинский Автоцентр,21,1398273647.0
77,"Кирилловская ул., м.Площадь Востания",0,2.0,1.0,1532573739,308,44970442.0,https://pp.userapi.com/hch4BIBmnq8C_wVFdaqTj3J4JTZA5_vCMdXbVw/af6y3op-id0.jpg?ava=1,https://vk.com/images/places/place.png,59.935674,30.382963,3937875,3937875,Сахарная эпиляция Шугаринг (дипиляция сахарной п,21,1357416738.0
78,"Собственный проспект, 34",0,,,1488648786,308,,,https://vk.com/images/places/place.png,59.935003,30.384871,17585850,17585850,моисеенко,21,
79,Советская 10-я ул. Дом 14,0,2.0,1.0,1532582039,311,151784687.0,https://pp.userapi.com/c836238/v836238236/6c2c5/9BIW7R9EpH4.jpg?ava=1,https://vk.com/images/places/place.png,59.936417,30.381921,18835893,18835893,Маникюр спб,21,
80,"JDM Garage SPB ドリフト ガレージ, JDM Garage SPB 報ガレージ",0,2.0,1.0,1532558698,323,19112049.0,https://pp.userapi.com/c824503/v824503343/ad629/du6ejfHoqQI.jpg?ava=1,https://vk.com/images/places/place.png,59.936769,30.39262,12116262,12116262,JDM Garage SPB ドリフト ガレージ,21,
81,улица 10-я Советская 17,0,,,1433416893,353,,,https://vk.com/images/places/place.png,59.935993,30.381491,12008283,12008283,Дом Аллилуевых,21,1433416908.0
82,ул. Моисеенко д. 43,0,2.0,1.0,1532570173,365,23803336.0,https://pp.userapi.com/c10760/g23803336/e_76d61584.jpg?ava=1,https://vk.com/images/places/place.png,59.937238,30.393554,3477106,3477106,Срочное изготовление печатей по оттиску,21,
83,"Моисеенко ул.43, ""Ext - Int""",0,2.0,1.0,1532580157,367,100815665.0,https://pp.userapi.com/c637330/v637330103/603a6/G93VeokaL90.jpg?ava=1,https://vk.com/images/places/place.png,59.937332,30.393599,12809820,12809820,"Архитектурное ателье ""Ext - Int""",21,
84,Дегтярный переулок,1,,,1535986627,23,,,https://vk.com/images/places/place.png,59.939361,30.38662,21653277,21653277,Комитет по промышленной политике и инновациям СПб,21,1535986630.0
85,улица Кирочная,4,,,1399438537,49,,,https://vk.com/images/places/place.png,59.93986,30.386821,8469394,8469394,Генезис центр репродукции,21,1533193209.0
86,,101,,,1440931993,101,,,https://vk.com/images/places/place.png,59.940133,30.385863,12744597,12744597,"Приморское шоссе, Комарово, Санкт-Петербург, Россия, 197733",21,1537106459.0
87,"Кирочная улица, 64",46,,,1391630477,140,,,https://vk.com/images/places/place.png,59.940666,30.386548,7655204,7655204,Кирочная 64,21,1531168955.0
88,,3,,,1440511297,100,,,https://vk.com/images/places/place.png,59.940161,30.385957,12700196,12700196,улица Балчуг 1 Москва Россия 115035,21,1507306040.0
89,"Дегтярный пер., 11",104,,,1444140814,174,,,https://vk.com/images/places/place.png,59.939054,30.383978,13058524,13058524,Невская ратуша,21,1536913272.0
90,улица Новгородская 17,3,,,1448121421,115,,,https://vk.com/images/places/place.png,59.939139,30.389015,13430402,13430402,"Санкт-Петербург, ул.Гаврская,6",21,1487418513.0
91,улица Новгородская,3,,,1368202142,126,,,https://vk.com/images/places/place.png,59.938643,30.388663,5448423,5448423,РД#13,21,1461747533.0
92,,25,,,1469252357,172,,,https://vk.com/images/places/place.png,59.940958,30.387586,15570956,15570956,Санкт-Петербург🙈♥️,21,1534181201.0
93,,9,,,1467386953,152,,,https://vk.com/images/places/place.png,59.938655,30.384766,15378009,15378009,"Санкт-питербург,",21,1534586719.0
94,Кирочная ул. дом 64,3,2.0,1.0,1532575167,146,29872863.0,https://pp.userapi.com/1w19PQVvMkzDqMFPPeo7rishCMhZTMUsARnQXg/MENvQdbRFFs.jpg?ava=1,https://vk.com/images/places/place.png,59.940713,30.386431,3473848,3473848,"Школа рисования ""АРТерия""",21,1493233119.0
95,улица Моисеенко 20,2,,,1406946060,146,,,https://vk.com/images/places/place.png,59.938609,30.389085,9186034,9186034,Дегтярный переулок 6,21,1528459582.0
96,,9,,,1480437413,159,,,https://vk.com/images/places/place.png,59.940632,30.385473,16758556,16758556,Конногвардейский бульвар 21,21,1530218319.0
97,Дедовичи,1,,,1533899778,149,,,https://vk.com/images/places/place.png,59.938111,30.386504,21543481,21543481,Покровский храм,21,1533899781.0
98,улица Моисеенко,6,,,1382600112,160,,,https://vk.com/images/places/place.png,59.938037,30.387803,6755243,6755243,Моисеенко д. 24,21,1530939975.0
99,,3,,,1402704253,172,,,https://vk.com/images/places/place.png,59.938505,30.384533,8784217,8784217,Ночной питер,21,1510480997.0
100,Дегтярный переулок 28,6,,,1390612287,180,,,https://vk.com/images/places/place.png,59.939912,30.383933,7535967,7535967,Getto Centr,21,1461098296.0
101,улица Кирочная 61,7,,,1372093436,182,,,https://vk.com/images/places/place.png,59.941059,30.386631,5830631,5830631,Резиденция на Кирочной,21,1495462039.0
102,улица Кирочная 61,4,,,1371845125,188,,,https://vk.com/images/places/place.png,59.941116,30.386621,5811397,5811397,Резиденция на Суворовском,21,1534939653.0
103,Дегтярный переулок 28,1,,,1497610360,184,,,https://vk.com/images/places/place.png,59.939964,30.383882,18397001,18397001,Дегтярный переулок 28,21,1530566442.0
104,,1,,,1485472689,185,,,https://vk.com/images/places/place.png,59.938472,30.384297,17253184,17253184,Дегтярный переулок 11 Б,21,1527594572.0
105,Суворовский 43,8,,,1377771373,198,,,https://vk.com/images/places/place.png,59.938841,30.383649,6310526,6310526,Амстердам салон красоты,21,1511129818.0
106,улица Моисеенко 14,7,,,1408269005,197,,,https://vk.com/images/places/place.png,59.938735,30.38376,9312567,9312567,"АОДК ""Невская ратуша"" - SITE",21,1532279817.0
107,"Моисеенко ул. 22, Фабрика Бебеля",4,2.0,1.0,1532569394,194,40394408.0,https://vk.com/images/community_50.png?ava=1,https://vk.com/images/places/place.png,59.937734,30.387904,2767515,2767515,MUGGERS,21,1435302079.0
108,улица Моисеенко 22,6,,,1368455102,198,,,https://vk.com/images/places/place.png,59.937775,30.388365,5479383,5479383,Bercut,21,1419068460.0
109,Кирочная 64,18,,,1441915419,224,,,https://vk.com/images/places/place.png,59.941007,30.384521,12851320,12851320,"Резиденция красоты ""Versailles""",21,1537161771.0
110,"улица Моисеенко, 24А",4,2.0,1.0,1532559219,197,38225391.0,https://pp.userapi.com/c604722/v604722850/30539/AZN_UdB-7sQ.jpg?ava=1,https://vk.com/images/places/place.png,59.938998,30.390463,11293987,11293987,"Вилли машина. Мототренажер, СПб",21,1509274368.0
111,"Моисеенко ул., 22",1,,,1450256413,195,,,https://vk.com/images/places/place.png,59.937735,30.387969,13635220,13635220,"КГП ""Бебеля"" (ГС ""Акадо-Телеком"")",21,1450256422.0
112,улица Моисеенко 22,3,,,1513990294,207,,,https://vk.com/images/places/place.png,59.937573,30.387388,19764372,19764372,моисеенко 22,21,1522952829.0
113,Моисеенко 22а,4,2.0,1.0,1280742023,216,,,https://vk.com/images/places/restaraunt.png,59.937779,30.389099,1477,1477,Тропики,3,1533813459.0
114,,29,,,1404590337,282,,,https://vk.com/images/places/place.png,59.93758,30.383543,8962668,8962668,Набережная реки фонтанки 21,21,1536585459.0
115,"Дегтярный пер., 1/8",1,2.0,1.0,1532564669,219,31059804.0,https://pp.userapi.com/c625521/v625521014/1e3c0/KPKRbA4RJg0.jpg?ava=1,https://vk.com/images/places/place.png,59.939956,30.383233,2748825,2748825,Мастерская МатЧасть,21,1516826630.0
116,улица Ярославская 2,3,,,1482267996,236,,,https://vk.com/images/places/place.png,59.941536,30.386439,16937882,16937882,"Аптекарская набережная, 20",21,1486142795.0
117,Gastronom21,2,2.0,1.0,1500454257,242,150540633.0,https://pp.userapi.com/c824504/v824504115/54960/liCZPAAHosA.jpg?ava=1,https://vk.com/images/places/place.png,59.93731,30.38803,18634565,18634565,Гастроном 21,21,1514045680.0
118,улица Новгородская 15,14,,,1388820080,269,,,https://vk.com/images/places/place.png,59.937123,30.388492,7346076,7346076,Новгородская 13,21,1511512622.0
119,"Новгородская ул., 18",3,,,1446481322,251,,,https://vk.com/images/places/place.png,59.937186,30.386493,13273891,13273891,новгородская моисеенко,21,1481741192.0
120,"Санкт-Петербург, ул. Моисеенко д. 24, Химчистка Clean-Expert",2,2.0,1.0,1532569010,249,48329352.0,https://sun9-4.userapi.com/c620324/v620324582/fc3d/O4OFU4kgGTc.jpg?ava=1,https://vk.com/images/places/place.png,59.937643,30.389737,4471029,4471029,•●Химчистка в Санкт-Петербурге Клин Эксперт ●•,21,1419339430.0
121,Дегтярный переулок 26,1,,,1505044708,261,,,https://vk.com/images/places/place.png,59.940387,30.382739,19041942,19041942,"Pereulok Degtyarnyy 7, 191144 Sankt Petersburg",21,1523722702.0
122,,3,,,1377887851,282,,,https://vk.com/images/places/place.png,59.93758,30.383543,6323894,6323894,"Моисеенко ул, д.14",21,1501613304.0
123,"улица Моисеенко, 23, Центр остеопатии Смирнова Вадима",3,2.0,1.0,1532710777,295,41981383.0,https://pp.userapi.com/c622822/v622822978/514a3/3jCIZF8d34w.jpg?ava=1,https://vk.com/images/places/place.png,59.937551,30.383258,12606377,12606377,Центр остеопатии Смирнова Вадима (СПб),21,1515056487.0
124,"Дегтярный переулок, 1",3,,,1409083072,316,,,https://vk.com/images/places/place.png,59.938714,30.381518,9404181,9404181,"Дегтярный переулок, 1",21,1444130340.0
125,улица Моисеенко,7,,,1412456973,330,,,https://vk.com/images/places/place.png,59.937593,30.382367,9759616,9759616,Кирилловская 22,21,1488358340.0
126,187600,6,,,1423939395,385,,,https://vk.com/images/places/place.png,59.935971,30.386632,11000623,11000623,"Санкт-Петербург, Новгородская, д. 13",21,1511467017.0
127,улица Моисеенко 8В,3,,,1463315843,411,,,https://vk.com/images/places/place.png,59.937716,30.380481,14972177,14972177,Смольнинский парк,21,1532716600.0
128,улица Моисеенко 8В,1,,,1384687911,406,,,https://vk.com/images/places/place.png,59.937784,30.380506,6962935,6962935,Берендеево,21,1468099573.0
