address;longitude;latitude;addr_street;addr_number;addr_building;addr_letter;addr_district;comm_type;comm_num;comm_room_num;data_series;data_buildingdate;data_reconstructiondate;data_buildingarea;data_livingarea;data_nonolivingarea;data_stairs;data_storeys;data_residents;data_mansardarea;eng_heatingcentral;eng_heatingauto;eng_heatingfire;eng_hotwater;eng_hotwatergas;eng_hotwaterwood;eng_electro;eng_gascentral;eng_gasnoncentral;eng_refusechute;flat_type;flat_num;flat_room_num;internal_num;lift_exploitfromdate;lift_reconstructiondate;lift_repairdate;outclean_all;param_crdate;param_ukname;param_failure;repair_year;repair_job;rfc_shaftcount;roof_metalarea;seng_liftcount;seng_pzu;special_basementarea;number
г. Кронштадт Посадская ул. 42к1;29.76035;59.992915;Посадская ул.;42;1;А;Кронштадский;2 комн., 3 комн.;0, 0;0, 0;Индивидуальный;1980;;3076.93994141;2771.19995117;;4;5;158;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн., 3 комн.;20, 24, 16;20, 48, 48;;;;;1613;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;2003;Ремонт конструкций и замена покрытий крыш;4;;;4;829.700012207;3092
г. Кронштадт Комсомола ул. 1/16;29.78827;59.993154;Комсомола ул.;1/16;;А;Кронштадский;;;;1-528 КПП;1963;;2778.80004883;2335.30004883;144.5;3;5;136;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;23, 13, 20;23, 26, 60;2;;;;514;12.04.2009;"ООО""ЖКС Кронштадтского района """;0.0;2005;Благоустройство придомовой территории;;866;;3;532;3132
г. Кронштадт Интернациональная ул. 6а;29.789348;59.990372;Интернациональная ул.;6а;;А;Кронштадский;4 комн., 5 комн., 6 комн., 7 комн.;3, 3, 3, 3;12, 15, 18, 21;Индивидуальный;1958;;2762.25;2139.39990234;196.199996948;3;4;133;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;4 комн., 5 комн.;1, 1;4, 5;2;;;;1652;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;"2010; 2010; 2010; 2010; 2010; 2010; 2010";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;559.599975586;;3;730.599975586;3194
г. Кронштадт Красная ул. 9;29.773879;59.989103;Красная ул.;9;;А;Кронштадский;4 комн.;2;8;Индивидуальный;1900;1964;477;426.799987793;;1;2;29;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 4 комн.;2, 2;2, 8;;;;;538;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2001; 2005; 2012; 2012; 2012; 2012; 2012; 2014";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;422;;1;225;3196
г. Кронштадт Ленина пр. 12;29.767465;59.99791;Ленина пр.;12;;А;Кронштадский;2 комн., 3 комн., 4 комн.;0, 1, 0;0, 3, 0;Индивидуальный;1900;1966;2134.89990234;1098.30004883;836.599975586;3;3;55;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;4, 9, 1;8, 27, 4;3;;;;1114;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2003; 2011";"Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;782.099975586;;2;;3552
г. Кронштадт Ленина пр. 40;29.761635;59.990854;Ленина пр.;40;;А;Кронштадский;;;;Индивидуальный;1936;;1459.19995117;860.799987793;383.299987793;2;3;38;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;6, 2, 4, 2;6, 4, 12, 8;;;;;631;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"1995; 1995; 1995; 1995; 2011; 2011; 2013";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;782;;1;;3573
г. Кронштадт Посадская ул. 48;29.758679;59.992042;Посадская ул.;48;;А;Кронштадский;3 комн., 4 комн., 6 комн.;1, 1, 2;3, 4, 12;Индивидуальный;1953;;965.700012207;882;;1;3;73;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;1, 5, 1;1, 10, 3;;;;;521;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2004; 2007; 2007; 2008";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";;538;;1;252;3591
г. Кронштадт Пролетарская ул. 17;29.789141;59.990841;Пролетарская ул.;17;;А;Кронштадский;3 комн., 4 комн.;2, 1;6, 4;Индивидуальный;1900;1974;2555.39990234;1785.40002441;250.899993896;2;4;93;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;10, 11;20, 33;3;;;;1310;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2010; 2010; 2010; 2010; 2011; 2011";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;1148;;2;340;3616
г. Кронштадт Кронштадтское шоссе 12;29.756164;60.000627;Кронштадтское шоссе;12;;А;Кронштадский;;;;Индивидуальный;1993;;3760.39990234;3211.39990234;;2;7;180;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн., 3 комн.;21, 24, 18;21, 48, 54;;1993;;;2558;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;;;2;;2;2;505;3624
г. Кронштадт Аммермана ул. 36;29.787263;59.988842;Аммермана ул.;36;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;1, 1, 0, 0, 0, 0;2, 3, 0, 0, 0, 0;Индивидуальный;1955;;3270.89990234;2668.89990234;83;4;4;139;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 40, 3, 0, 0, 0, 0;0, 80, 9, 0, 0, 0, 0;1;;;;2175;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2008";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;1246;;4;692;3641
г. Кронштадт Кронштадтская ул. 5;29.77175;59.998643;Кронштадтская ул.;5;;А;Кронштадский;;;;Индивидуальный;1960;;295.940002441;272.420013428;;1;2;19;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн.;4, 4;4, 8;;;;;160;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2006;Благоустройство придомовой территории;;259;;1;;3699
г. Кронштадт Посадская ул. 15;29.76291;59.997959;Посадская ул.;15;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн.;0, 2, 2, 0;0, 6, 8, 0;Индивидуальный;1900;1969;7118.60009766;5987;220.899993896;9;4;281;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн., 5 комн.;17, 45, 10, 3;34, 135, 40, 15;3;;;;6023;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2007; 2007; 2007";"Благоустройство придомовой территории; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;3483;;9;;3707
г. Кронштадт Ленина пр. 57;29.760808;59.990953;Ленина пр.;57;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1900;1979;2460.10009766;484.600006104;1774.09997559;1;3;25;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;2, 2, 1, 1;2, 4, 3, 4;3;;;;913;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2005; 2010";"Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;2242.32006836;;2;;3935
г. Кронштадт Посадская ул. 42к2;29.761078;59.992767;Посадская ул.;42;2;А;Кронштадский;2 комн.;1;2;Индивидуальный;1981;;3078.5;2772.5;;4;5;151;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн., 3 комн.;20, 23, 16;20, 46, 48;;;;;4140;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2004;Ремонт конструкций и замена покрытий крыш;4;;;4;828.820007324;4015
г. Кронштадт Ленинградская ул. 8;29.789195;59.987731;Ленинградская ул.;8;;А;Кронштадский;4 комн.;1;4;Индивидуальный;1880;1972;1084.54003906;970.539978027;;2;3;62;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;4, 6, 4;8, 18, 16;;;;;575;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2007";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;378.700012207;;2;;4044
г. Кронштадт Кронштадтское шоссе 38;29.723088;60.011621;Кронштадтское шоссе;38;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;2, 0, 0, 0, 0, 0;4, 0, 0, 0, 0, 0;Индивидуальный;1992;;11164.7001953;9325;17.8999996185;4;11;521;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;96, 35, 35, 17, 2, 0, 0;96, 70, 105, 68, 10, 0, 0;1;1992;;;6970;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2008; 2008; 2009";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";4;;5;4;;4050
